名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1(0级)	魔法属性索引1(10级)	魔法属性索引2(0级)	魔法属性索引2(10级)	魔法属性索引3(0级)	魔法属性索引3(10级)	魔法属性索引4(0级)	魔法属性索引4(10级)	魔法属性索引5(0级)	魔法属性索引5(10级)	魔法属性索引6(0级)	魔法属性索引6(10级)	所在套装	6级技能ID	10级技能ID	扩展套装	扩展套装序号	扩展套装隐藏属性1	扩展套装隐藏属性2	可熔炼属性数量	可熔炼纹钢品质
[玄金]紫蟒之火云上戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	玄金装备，紫蟒级丐帮棍法套装第三件	1	99999	10	0																						36	130	39	6									954	955	874	875	975	976	1017	1018	1334	1335	1294	1295	191			132	3	130		2	5
[玄金]紫蟒之火云护腕	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	玄金装备，紫蟒级丐帮棍法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	130	39	6									955	956	914	915	974	975	1217	1218	1334	1335	1294	1295	191			132	4	1681	1274	2	5
[玄金]紫蟒之火云束腰	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	玄金装备，紫蟒级丐帮棍法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	130	39	6									955	956	934	935	975	976	1177	1178	1334	1335	1294	1295	191			132	5	1427	1419	2	5
[玄金]紫蟒之火云丐衣	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	玄金装备，紫蟒级丐帮棍法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	130	39	6									955	956	854	855	975	976	1017	1018	1235	1235	1294	1295	191			132	6	1427	1274	2	5
[玄金]紫蟒之火云杖	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	玄金装备，紫蟒级丐帮棍法套装第七件	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	130	39	6									1352	1352	894	895	1077	1078	1197	1198	1319	1320	1294	1295	191			132	7	1427	130	2	5
[玄金]紫蟒之火云靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	玄金装备，紫蟒级丐帮棍法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	130	39	6									955	956	874	875	975	976	1017	1018	1257	1258	1294	1295	191			132	8	1427	1274	2	5
[玄金]紫蟒之火云腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	玄金装备，紫蟒级丐帮棍法套装第九件	3	99999	10	0																						36	130	39	6									954	955	914	915	974	975	1217	1218	1334	1335	1294	1295	191			132	9	1682	1274	2	5
[玄金]紫蟒之火云下戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	玄金装备，紫蟒级丐帮棍法套装第十件	4	99999	10	0																						36	130	39	6									954	955	934	935	974	975	1177	1178	1334	1335	1294	1295	191			132	10	130		2	5
[玄金]紫蟒之熔金项圈	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	玄金装备，紫蟒级天忍矛法套装第一件	0	99999	10	0																						36	130	39	7									954	955	854	855	975	976	1017	1018	997	998	1294	1295	192			133	1	1684	1274	2	5
[玄金]紫蟒之熔金盔	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	玄金装备，紫蟒级天忍矛法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	130	39	7									955	956	894	895	974	975	1197	1198	1334	1335	1294	1295	192			133	2	1427	1274	2	5
[玄金]紫蟒之熔金上戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	玄金装备，紫蟒级天忍矛法套装第三件	1	99999	10	0																						36	130	39	7									954	955	874	875	975	976	1017	1018	1334	1335	1294	1295	192			133	3	130		2	5
[玄金]紫蟒之熔金护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	玄金装备，紫蟒级天忍矛法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	130	39	7									955	956	914	915	974	975	1217	1218	1334	1335	1294	1295	192			133	4	1685	1274	2	5
[玄金]紫蟒之熔金腰带	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	玄金装备，紫蟒级天忍矛法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	130	39	7									955	956	934	935	975	976	1177	1178	1334	1335	1294	1295	192			133	5	1427	1420	2	5
[玄金]紫蟒之熔金甲	0	2	2	\spr\item\equip\armor\obj-ma-cloth09-3.spr	22	2	3	玄金装备，紫蟒级天忍矛法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	130	39	7									955	956	854	855	975	976	1017	1018	1235	1235	1294	1295	192			133	6	1427	1274	2	5
[玄金]紫蟒之熔金枪	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	玄金装备，紫蟒级天忍矛法套装第七件	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	130	39	7									1353	1353	894	895	1077	1078	1197	1198	1319	1320	1294	1295	192			133	7	1427	130	2	5
[玄金]紫蟒之熔金靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	玄金装备，紫蟒级天忍矛法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	130	39	7									955	956	874	875	975	976	1017	1018	1257	1258	1294	1295	192			133	8	1427	1274	2	5
[玄金]紫蟒之熔金佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	玄金装备，紫蟒级天忍矛法套装第九件	3	99999	10	0																						36	130	39	7									954	955	914	915	974	975	1217	1218	1334	1335	1294	1295	192			133	9	1686	1274	2	5
[玄金]紫蟒之熔金下戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	玄金装备，紫蟒级天忍矛法套装第十件	4	99999	10	0																						36	130	39	7									954	955	934	935	974	975	1177	1178	1334	1335	1294	1295	192			133	10	130		2	5
[玄金]紫蟒之燎原项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	玄金装备，紫蟒级天忍刀法套装第一件	1	99999	10	0																						36	130	39	7									954	955	854	855	975	976	1017	1018	997	998	1294	1295	193			134	1	1688	1274	2	5
[玄金]紫蟒之燎原冠冕	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	玄金装备，紫蟒级天忍刀法套装第二件	3	99999	10	0	30	360	360	31	85	85																36	130	39	7									955	956	894	895	974	975	1197	1198	1334	1335	1294	1295	193			134	2	1427	1421	2	5
[玄金]紫蟒之燎原上戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	玄金装备，紫蟒级天忍刀法套装第三件	4	99999	10	0																						36	130	39	7									954	955	874	875	975	976	1017	1018	1334	1335	1294	1295	193			134	3	130		2	5
[玄金]紫蟒之燎原护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	玄金装备，紫蟒级天忍刀法套装第四件	0	99999	10	0	30	135	135	31	80	80																36	130	39	7									955	956	914	915	974	975	1217	1218	1334	1335	1294	1295	193			134	4	1689	1274	2	5
[玄金]紫蟒之燎原腰带	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	玄金装备，紫蟒级天忍刀法套装第五件	2	99999	10	0	30	160	160	31	80	80																36	130	39	7									955	956	934	935	975	976	1177	1178	1334	1335	1294	1295	193			134	5	1427	1274	2	5
[玄金]紫蟒之燎原甲衣	0	2	2	\spr\item\equip\armor\obj-ma-cloth09-3.spr	22	2	3	玄金装备，紫蟒级天忍刀法套装第六件	1	99999	10	0	30	720	720	31	90	90																36	130	39	7									955	956	854	855	975	976	1017	1018	1235	1235	1294	1295	193			134	6	1427	1274	2	5
[玄金]紫蟒之燎原刀	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	玄金装备，紫蟒级天忍刀法套装第七件	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	130	39	7									1357	1357	894	895	1137	1138	1197	1198	1334	1335	1294	1295	193			134	7	1427	130	2	5
[玄金]紫蟒之燎原靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	玄金装备，紫蟒级天忍刀法套装第八件	4	99999	10	0	30	160	160	31	80	80																36	130	39	7									955	956	874	875	975	976	1017	1018	1257	1258	1294	1295	193			134	8	1427	1274	2	5
[玄金]紫蟒之燎原佩	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	玄金装备，紫蟒级天忍刀法套装第九件	0	99999	10	0																						36	130	39	7									954	955	914	915	974	975	1217	1218	1334	1335	1294	1295	193			134	9	1690	1274	2	5
[玄金]紫蟒之燎原下戒	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	玄金装备，紫蟒级天忍刀法套装第十件	2	99999	10	0																						36	130	39	7									954	955	934	935	974	975	1177	1178	1334	1335	1294	1295	193			134	10	130		2	5
[玄金]紫蟒之真元符	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	玄金装备，紫蟒级武当拳法套装第一件	3	99999	10	0																						36	130	39	8									954	955	854	855	975	976	1217	1218	997	998	1294	1295	194			135	1	1692	1274	2	5
[玄金]紫蟒之真元冠	0	7	1	\spr\item\equip\cap\obj-ma-cap06-3.spr	28	2	2	玄金装备，紫蟒级武当拳法套装第二件	4	99999	10	0	30	360	360	31	85	85																36	130	39	8									955	956	894	895	974	975	1177	1178	1334	1335	1294	1295	194			135	2	1753	1274	2	5
[玄金]紫蟒之真元上戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	玄金装备，紫蟒级武当拳法套装第三件	0	99999	10	0																						36	130	39	8									954	955	874	875	975	976	1017	1018	1334	1335	1294	1295	194			135	3	130		2	5
[玄金]紫蟒之真元袖	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	玄金装备，紫蟒级武当拳法套装第四件	2	99999	10	0	30	135	135	31	80	80																36	130	39	8									955	956	914	915	974	975	1197	1198	1334	1335	1294	1295	194			135	4	1753	1274	2	5
[玄金]紫蟒之真元法带	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	玄金装备，紫蟒级武当拳法套装第五件	1	99999	10	0	30	160	160	31	80	80																36	130	39	8									955	956	934	935	975	976	1017	1018	1334	1335	1294	1295	194			135	5	1693	1274	2	5
[玄金]紫蟒之真元道袍	0	2	1	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	玄金装备，紫蟒级武当拳法套装第六件	3	99999	10	0	30	720	720	31	90	90																36	130	39	8									955	956	854	855	975	976	1217	1218	1235	1235	1294	1295	194			135	6	1753	1274	2	5
[玄金]紫蟒之真元剑	0	0	0	\spr\item\equip\closeweapon\obj-sword22.spr	9	1	3	玄金装备，紫蟒级武当拳法套装第七件	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	130	39	8									1057	1357	894	895	1157	1158	1177	1178	1334	1335	1294	1295	194			135	7	1753	130	2	5
[玄金]紫蟒之真元履	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	玄金装备，紫蟒级武当拳法套装第八件	0	99999	10	0	30	160	160	31	80	80																36	130	39	8									955	956	874	875	975	976	1017	1018	1257	1258	1294	1295	194			135	8	1694	1274	2	5
[玄金]紫蟒之真元玉佩	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	玄金装备，紫蟒级武当拳法套装第九件	2	99999	10	0																						36	130	39	8									954	955	914	915	974	975	1197	1198	1334	1335	1294	1295	194			135	9	1753	1422	2	5
[玄金]紫蟒之真元下戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	玄金装备，紫蟒级武当拳法套装第十件	1	99999	10	0																						36	130	39	8									954	955	934	935	974	975	1017	1018	1334	1335	1294	1295	194			135	10	130		2	5
[玄金]紫蟒之真武符	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	玄金装备，紫蟒级武当剑法套装第一件	0	99999	10	0																						36	130	39	8									954	955	854	855	975	976	1217	1218	997	998	1294	1295	195			136	1	1696	1274	2	5
[玄金]紫蟒之真武冠	0	7	1	\spr\item\equip\cap\obj-ma-cap06-3.spr	28	2	2	玄金装备，紫蟒级武当剑法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	130	39	8									955	956	894	895	974	975	1177	1178	1334	1335	1294	1295	195			136	2	1753	1274	2	5
[玄金]紫蟒之真武上戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	玄金装备，紫蟒级武当剑法套装第三件	1	99999	10	0																						36	130	39	8									954	955	874	875	975	976	1017	1018	1334	1335	1294	1295	195			136	3	130		2	5
[玄金]紫蟒之真武袖	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	玄金装备，紫蟒级武当剑法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	130	39	8									955	956	914	915	974	975	1197	1198	1334	1335	1294	1295	195			136	4	1753	1423	2	5
[玄金]紫蟒之真武法带	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	玄金装备，紫蟒级武当剑法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	130	39	8									955	956	934	935	975	976	1017	1018	1334	1335	1294	1295	195			136	5	1697	1274	2	5
[玄金]紫蟒之真武道袍	0	2	1	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	玄金装备，紫蟒级武当剑法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	130	39	8									955	956	854	855	975	976	1217	1218	1235	1235	1294	1295	195			136	6	1753	1274	2	5
[玄金]紫蟒之真武剑	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	玄金装备，紫蟒级武当剑法套装第七件	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	130	39	8									1352	1352	894	895	1077	1078	1177	1178	1319	1320	1294	1295	195			136	7	1753	130	2	5
[玄金]紫蟒之真武履	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	玄金装备，紫蟒级武当剑法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	130	39	8									955	956	874	875	975	976	1017	1018	1257	1258	1294	1295	195			136	8	1753	1274	2	5
[玄金]紫蟒之真武玉佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	玄金装备，紫蟒级武当剑法套装第九件	3	99999	10	0																						36	130	39	8									954	955	914	915	974	975	1197	1198	1334	1335	1294	1295	195			136	9	1698	1274	2	5
[玄金]紫蟒之真武下戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	玄金装备，紫蟒级武当剑法套装第十件	4	99999	10	0																						36	130	39	8									954	955	934	935	974	975	1017	1018	1334	1335	1294	1295	195			136	10	130		2	5
[玄金]紫蟒之断水项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	玄金装备，紫蟒级昆仑刀法套装第一件	0	99999	10	0																						36	130	39	9									954	955	854	855	975	976	1017	1018	997	998	1294	1295	196			137	1	1700	1274	2	5
[玄金]紫蟒之断水道冠	0	7	1	\spr\item\equip\cap\obj-ma-cap06-3.spr	28	2	2	玄金装备，紫蟒级昆仑刀法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	130	39	9									955	956	894	895	974	975	1197	1198	1334	1335	1294	1295	196			137	2	1427	1274	2	5
[玄金]紫蟒之断水上戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	玄金装备，紫蟒级昆仑刀法套装第三件	1	99999	10	0																						36	130	39	9									954	955	874	875	975	976	1017	1018	1334	1335	1294	1295	196			137	3	130		2	5
[玄金]紫蟒之断水护腕	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	玄金装备，紫蟒级昆仑刀法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	130	39	9									955	956	914	915	974	975	1217	1218	1334	1335	1294	1295	196			137	4	1427	1424	2	5
[玄金]紫蟒之断水腰带	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	玄金装备，紫蟒级昆仑刀法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	130	39	9									955	956	934	935	975	976	1177	1178	1334	1335	1294	1295	196			137	5	1701	1274	2	5
[玄金]紫蟒之断水道袍	0	2	1	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	玄金装备，紫蟒级昆仑刀法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	130	39	9									955	956	854	855	975	976	1017	1018	1235	1235	1294	1295	196			137	6	1427	1274	2	5
[玄金]紫蟒之断水刀	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	玄金装备，紫蟒级昆仑刀法套装第七件	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	130	39	9									1353	1353	894	895	1077	1078	1197	1198	1319	1320	1294	1295	196			137	7	1427	130	2	5
[玄金]紫蟒之断水靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	玄金装备，紫蟒级昆仑刀法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	130	39	9									955	956	874	875	975	976	1017	1018	1257	1258	1294	1295	196			137	8	1427	1274	2	5
[玄金]紫蟒之断水佩	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	玄金装备，紫蟒级昆仑刀法套装第九件	3	99999	10	0																						36	130	39	9									954	955	914	915	974	975	1217	1218	1334	1335	1294	1295	196			137	9	1702	1274	2	5
[玄金]紫蟒之断水下戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	玄金装备，紫蟒级昆仑刀法套装第十件	4	99999	10	0																						36	130	39	9									954	955	934	935	974	975	1177	1178	1334	1335	1294	1295	196			137	10	130		2	5
[玄金]紫蟒之摘星符	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	玄金装备，紫蟒级昆仑剑法套装第一件	3	99999	10	0																						36	130	39	9									954	955	854	855	975	976	1017	1018	997	998	1294	1295	197			138	1	1704	1274	2	5
[玄金]紫蟒之摘星道冠	0	7	1	\spr\item\equip\cap\obj-ma-cap06-3.spr	28	2	2	玄金装备，紫蟒级昆仑剑法套装第二件	4	99999	10	0	30	360	360	31	85	85																36	130	39	9									955	956	894	895	974	975	1197	1198	1334	1335	1294	1295	197			138	2	1427	1274	2	5
[玄金]紫蟒之摘星上戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	玄金装备，紫蟒级昆仑剑法套装第三件	0	99999	10	0																						36	130	39	9									954	955	874	875	975	976	1017	1018	1334	1335	1294	1295	197			138	3	130		2	5
[玄金]紫蟒之摘星手	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	玄金装备，紫蟒级昆仑剑法套装第四件	2	99999	10	0	30	135	135	31	80	80																36	130	39	9									955	956	914	915	974	975	1217	1218	1334	1335	1294	1295	197			138	4	1427	1425	2	5
[玄金]紫蟒之摘星腰带	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	玄金装备，紫蟒级昆仑剑法套装第五件	1	99999	10	0	30	160	160	31	80	80																36	130	39	9									955	956	934	935	975	976	1177	1178	1334	1335	1294	1295	197			138	5	1705	1274	2	5
[玄金]紫蟒之摘星道袍	0	2	1	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	玄金装备，紫蟒级昆仑剑法套装第六件	3	99999	10	0	30	720	720	31	90	90																36	130	39	9									955	956	854	855	975	976	1017	1018	1235	1235	1294	1295	197			138	6	1427	1274	2	5
[玄金]紫蟒之摘星剑	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	玄金装备，紫蟒级昆仑剑法套装第七件	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	130	39	9									1358	1358	894	895	1157	1158	1197	1198	1334	1335	1294	1295	197			138	7	1427	130	2	5
[玄金]紫蟒之摘星靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	玄金装备，紫蟒级昆仑剑法套装第八件	0	99999	10	0	30	160	160	31	80	80																36	130	39	9									955	956	874	875	975	976	1017	1018	1257	1258	1294	1295	197			138	8	1427	1274	2	5
[玄金]紫蟒之摘星佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	玄金装备，紫蟒级昆仑剑法套装第九件	2	99999	10	0																						36	130	39	9									954	955	914	915	974	975	1217	1218	1334	1335	1294	1295	197			138	9	1706	1274	2	5
[玄金]紫蟒之摘星下戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	玄金装备，紫蟒级昆仑剑法套装第十件	1	99999	10	0																						36	130	39	9									954	955	934	935	974	975	1177	1178	1334	1335	1294	1295	197			138	10	130		2	5
[玄金]金乌之锦澜珠链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	玄金装备，金乌级少林拳法套装第一件	2	99999	10	0																						36	140	39	0									955	956	935	936	976	976	1178	1179	998	999	1295	1296	198			139	1	1624	1275	2	6
[玄金]金乌之锦澜僧帽	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	玄金装备，金乌级少林拳法套装第二件	1	99999	10	0	30	360	360	31	85	85																36	140	39	0									956	957	855	856	975	977	1018	1019	1335	1336	1295	1296	198			139	2	1428	1275	2	6
[玄金]金乌之锦澜上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	玄金装备，金乌级少林拳法套装第三件	3	99999	10	0																						36	140	39	0									955	956	895	896	976	976	1198	1199	1335	1336	1295	1296	198			139	3	130		2	6
[玄金]金乌之锦澜护腕	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	玄金装备，金乌级少林拳法套装第四件	4	99999	10	0	30	135	135	31	80	80																36	140	39	0									956	957	875	876	975	977	1018	1019	1335	1336	1295	1296	198			139	4	1428	1275	2	6
[玄金]金乌之锦澜腰带	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	玄金装备，金乌级少林拳法套装第五件	0	99999	10	0	30	160	160	31	80	80																36	140	39	0									956	957	915	916	976	976	1218	1219	1335	1336	1295	1296	198			139	5	1625	1275	2	6
[玄金]金乌之锦澜袈裟	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	玄金装备，金乌级少林拳法套装第六件	2	99999	10	0	30	720	720	31	90	90																36	140	39	0									956	957	935	936	976	976	1178	1179	1237	1237	1295	1296	198			139	6	1428	494	2	6
[玄金]金乌之锦澜缠手	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	玄金装备，金乌级少林拳法套装第七件	1	99999	10	0	28	1	1	29	1	1	167	-30	-30	31	99	99										36	140	39	0									1278	1278	855	856	1078	1079	1018	1019	1335	1336	1295	1296	198			139	7	1428	130	2	6
