名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)	使用是否需要目标	物品最大叠放值	要求等级相同	要求五行相同	要求幸运相同	要求MagicLevel1相同	要求MagicLevel2相同	要求MagicLevel3相同	要求MagicLevel4相同	要求MagicLevel5相同	要求MagicLevel6相同
善恶果	6	1	1641	\spr\item\script\shangshixiguo.spr	41	1	1	水贼酷爱的果实。味美，人食用之后变得正邪不分。<enter><右键使用，可以转换一种阵营。（仅能在风陵渡渡船使用，且队伍中的队员不能使用）>		0	1	1	\script\item\shaneguo.lua	0	1	1	0	0		5	0	0	0	0	0	0	0	0	0
树苗	6	1	1642	\spr\item\christmas2006\xmastree.spr	41	1	1	在新手村和城市里面可以种出一颗树。<enter>右键点击使用		0	1	0	\script\item\sapling.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
北斗门—天趋令	6	1	1643	\spr\item\christmas2006\xmastree.spr	41	1	2	北斗门的信物之一		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
北斗门—天全令	6	1	1644	\spr\item\christmas2006\xmastree.spr	41	1	2	北斗门的信物之一		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
北斗门—天机令	6	1	1645	\spr\item\christmas2006\xmastree.spr	41	1	2	北斗门的信物之一		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
北斗门—天权令	6	1	1646	\spr\item\christmas2006\xmastree.spr	41	1	2	北斗门的信物之一		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
北斗门—玉横令	6	1	1647	\spr\item\christmas2006\xmastree.spr	41	1	2	北斗门的信物之一		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
北斗门—开阳令	6	1	1648	\spr\item\christmas2006\xmastree.spr	41	1	2	北斗门的信物之一		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
北斗门—耀光令	6	1	1649	\spr\item\christmas2006\xmastree.spr	41	1	2	北斗门的信物之一		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
北斗门—七星令	6	1	1650	\spr\item\christmas2006\xmastree.spr	41	2	2	北斗门的信物之一		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
锦盒VN	6	1	1651	\spr\item\script\cangbaotujinhe.spr	41	1	1	右键点击使用可获得十二片藏宝图碎片。		0	1	0	\script\item\cangbaotujinhe.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
迎春袋	6	1	1652	\spr\item\newyear2008\yingchundai.spr	470	1	1	右键打开将获得迎春材料。<enter><color=blue>使用截止时间： 2008年02月15日24时<color>		0	1	0	\script\item\newyear_2008\makezongzi\yingchundai.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
糯米粉	6	1	1653	\spr\item\script\mianfen.spr	41	1	1	迎春材料之一，可用来做年糕。<enter>右键点击直接可获得<color=red>10000<color>经验(100级以上用户才能使用)<enter><color=blue>使用截止时间： 2008年02月15日24时<color>		0	1	1	\script\item\newyear_2008\makezongzi\mareial.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
白砂糖	6	1	1654	\spr\item\script\shatang.spr	41	1	1	迎春材料之一，可用来做年糕。<enter>右键点击直接可获得<color=red>25000<color>经验(100级以上用户才能使用)<enter><color=blue>使用截止时间： 2008年02月15日24时<color>		0	1	1	\script\item\newyear_2008\makezongzi\mareial.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
黑芝麻	6	1	1655	\spr\item\mid_autumn\zhongqiuwupin.spr	41	1	1	迎春材料之一，可用来做年糕。<enter>右键点击直接可获得<color=red>50000<color>经验(100级以上用户才能使用)<enter><color=blue>使用截止时间： 2008年02月15日24时<color>		0	1	1	\script\item\newyear_2008\makezongzi\mareial.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
红豆羹	6	1	1656	\spr\item\script\liangcha.spr	41	1	1	迎春材料之一，可用来做年糕。<enter>右键点击直接可获得<color=red>100000<color>经验(100级以上用户才能使用)<enter><color=blue>使用截止时间： 2008年02月15日24时<color>		0	1	1	\script\item\newyear_2008\makezongzi\mareial.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
福	6	1	1657	\spr\item\newyear2008\fu.spr	41	2	1	迎春材料之一，在桃树或梅树上挂上3个福 – 禄 – 寿将会获得随机奖品。<enter>右键点击直接可获得<color=red>100000<color>经验(100级以上用户才能使用)<enter><color=blue>使用截止时间： 2008年02月15日24时<color>		0	1	0	\script\item\newyear_2008\makezongzi\mareial.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
禄	6	1	1658	\spr\item\newyear2008\lu.spr	41	2	1	迎春材料之一，在桃树或梅树上挂上3个福 – 禄 – 寿将会获得随机奖品。<enter>右键点击直接可获得<color=red>100000<color>经验(100级以上用户才能使用)<enter><color=blue>使用截止时间： 2008年02月15日24时<color>		0	1	0	\script\item\newyear_2008\makezongzi\mareial.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
寿	6	1	1659	\spr\item\newyear2008\shou.spr	41	2	1	迎春材料之一，在桃树或梅树上挂上3个福 – 禄 – 寿将会获得随机奖品。<enter>右键点击直接可获得<color=red>100000<color>经验(100级以上用户才能使用)<enter><color=blue>使用截止时间： 2008年02月15日24时<color>		0	1	0	\script\item\newyear_2008\makezongzi\mareial.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
蒸年糕配方	6	1	1660	\spr\item\newyear2008\shangdengzongzimijue.spr	41	1	1	迎春材料之一，制作年糕需要的配方。<enter><color=blue>使用截止时间： 2008年02月15日24时<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
炸年糕配方	6	1	1661	\spr\item\newyear2008\zongzimijue.spr	41	1	1	迎春材料之一，制作年糕需要的配方。<enter><color=blue>使用截止时间： 2008年02月15日24时<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
蒸年糕	6	1	1662	\spr\item\script\spring2007\liyuxiangmi_niangao.spr	41	1	1	右键点击使用可获得<color=red>2000000<color>经验，还有几率获得各种珍贵礼品。(100级以上用户才能食用)<enter><color=blue>使用截止时间： 2008年03月31日<color>		0	1	1	\script\item\newyear_2008\makezongzi\zongzi.lua	0	1	1	0	0		10	0	0	0	0	0	0	0	0	0
炸年糕	6	1	1663	\spr\item\script\spring2007\lianrongshijin_niangao.spr	41	1	1	右键点击使用可获得<color=red>1500000<color>经验，还有几率获得各种珍贵礼品。(100级以上用户才能食用)<enter><color=blue>使用截止时间： 2008年03月31日<color>		0	1	1	\script\item\newyear_2008\makezongzi\zongzi.lua	0	1	1	0	0		10	0	0	0	0	0	0	0	0	0
煮年糕	6	1	1664	\spr\item\script\spring2007\guihuabaiguo_niangao.spr	41	1	1	右键点击使用可获得<color=red>500000<color>经验。(100级以上用户才能食用)<enter><color=blue>使用截止时间： 2008年03月31日<color>		0	1	1	\script\item\newyear_2008\makezongzi\zongzi.lua	0	1	1	0	0		10	0	0	0	0	0	0	0	0	0
铁罗汉礼包	6	1	1665	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用可获得四本铁罗汉。		0	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
鸳鸯帕	6	1	1666	\spr\item\questkey\taskobj068.spr	41	1	1	2008??2月29??24点前交给月下老人能获得奖励。		0	1	1	\script\item\noscript.lua	0	1	1	0	0		10	0	0	0	0	0	0	0	0	0
蝴蝶簪	6	1	1667	\spr\item\questkey\taskobj001.spr	41	1	1	2008年2月29日24点前交给月下老人能获得奖励。		0	1	1	\script\item\noscript.lua	0	1	1	0	0		10	0	0	0	0	0	0	0	0	0
金鼠福禄包	6	1	1668	\spr\item\questkey\obj_item_burses.spr	41	1	1	鼠年行大运，福禄寿伴随您。<enter>右键点击可随机获得<color=yellow>100万、200万、350万、500万<color>经验奖励。(100级以上用户才能使用)<enter><color=blue>使用截止时间： 2008年03月31日<color>		0	1	0	\script\item\newyear_2008\makezongzi\jinshufulubao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
金鼠吉祥包	6	1	1669	\spr\item\questkey\obj_item_burses.spr	41	1	1	有机会开出炎帝套装中首饰的图谱		0	1	0	\script\item\jishujixiangbao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
门派信物	6	1	1670	\spr\item\script\zhuanzhiling.spr	41	1	1	带艺投师，转换门派的必要道具		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
杨瑛的信物	6	1	1671	\spr\item\script\nvtianwangling.spr	41	1	1	女性角色带艺投师，转换到天王帮的必要道具		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
北斗传功术	6	1	1672	\spr\item\script\zhuanzhiling.spr	41	1	1	 北斗门失传的七大奇术之一		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
七星草	6	1	1673	\spr\item\script\nvtianwangling.spr	41	1	1	 一种稀罕医药，用来练白真丹的原料		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
百年七星草	6	1	1674	\spr\item\script\zhuanzhiling.spr	41	1	1	一种百年医药，用来练血真丹的原料		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
千年七星草	6	1	1675	\spr\item\script\nvtianwangling.spr	41	1	1	一种千年医药，用来练玄真丹的原料		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
白真丹	6	1	1676	\spr\item\script\baizhendan.spr	41	1	1	白雪一般颜色，吸取各位高手的功力。使用后会增加3成功力		0	1	0	\script\item\chuangongdan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
血真丹	6	1	1677	\spr\item\script\xuezhendan.spr	41	1	1	血红一般颜色，吸取各位武林高手的功力. 使用后会增加7成功力		0	1	0	\script\item\chuangongdan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
玄真丹	6	1	1678	\spr\item\script\xuanzhendan.spr	41	1	1	黑幽幽颜色吸取各位绝世高手的功力. 使用后会增加10成功力		0	1	0	\script\item\chuangongdan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
玫瑰枝	6	1	1679	\spr\item\funvjie_jieri\200803\meiguizhi.spr	330	1	1	把玫瑰枝交给礼官包装成玫瑰束。(50级以上并且冲卡用户才能制作)<enter><color=blue>使用截止时间： 2008年03月16日24时<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
菊花枝	6	1	1680	\spr\item\funvjie_jieri\200803\juhuazhi.spr	330	1	1	把菊花枝交给礼官包装成菊花束。(50级以上并且冲卡用户才能制作)<enter><color=blue>使用截止时间： 2008年03月16日24时<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
束玫瑰	6	1	1681	\spr\item\funvjie_jieri\200803\shumeigui.spr	330	1	1	国际妇女之际，束玫瑰赠送女子。(50级以上并且冲卡用户才能赠送)<enter><color=blue>使用截止时间： 2008年03月31日24时<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
束菊花	6	1	1682	\spr\item\funvjie_jieri\200803\shujuhua.spr	330	1	1	国际妇女之际，束菊花赠送女子。(50级以上并且冲卡用户才能赠送)<enter><color=blue>使用截止时间： 2008年03月31日24时<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
女娲补天包	6	1	1683	\spr\item\obj_item_jixiang.spr	41	1	1	右键点击打开，可以随机获得补天石碎片（大）与各类补天石碎片及各类道具。		0	1	0	\script\item\nvwabutianbao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
北京雅典仙草包	6	1	1684	\spr\item\obj_item_jixiang.spr	41	1	1	右键点击打开，可以随机获得北京（雅典）图谱、特效大白驹丸、特效仙草露等各类道具。		0	1	0	\script\item\bjydxiancaobao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
炎帝图腾碎片	6	1	1685	\spr\item\yanditutengsuipian.spr	41	1	1	集齐9个炎帝图腾碎片可到汴京平平处合成1个炎帝图腾		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
金之战魂	6	1	1686	\spr\item\questkey\003.spr	388	1	1	旷世奇珍，金之战魂。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\pneuma_jin.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
木之战魂	6	1	1687	\spr\item\questkey\003.spr	389	1	1	旷世奇珍，木之战魂。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\pneuma_mu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
水之战魂	6	1	1688	\spr\item\questkey\003.spr	390	1	1	旷世奇珍，水之战魂。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\pneuma_shui.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
火之战魂	6	1	1689	\spr\item\questkey\003.spr	391	1	1	旷世奇珍，火之战魂。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\pneuma_huo.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
土之战魂	6	1	1690	\spr\item\questkey\003.spr	392	1	1	旷世奇珍，土之战魂。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\pneuma_tu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
金之护甲	6	1	1691	\spr\item\questkey\003.spr	393	1	1	旷世奇珍，金之护甲。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\armor_jin.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
木之护甲	6	1	1692	\spr\item\questkey\003.spr	394	1	1	旷世奇珍，木之护甲。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\armor_mu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
水之护甲	6	1	1693	\spr\item\questkey\003.spr	395	1	1	旷世奇珍，水之护甲。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\armor_shui.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
火之护甲	6	1	1694	\spr\item\questkey\003.spr	396	1	1	旷世奇珍，火之护甲。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\armor_huo.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
土之护甲	6	1	1695	\spr\item\questkey\003.spr	397	1	1	旷世奇珍，土之护甲。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\armor_tu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
金之利刃	6	1	1696	\spr\item\questkey\003.spr	398	1	1	旷世奇珍，金之利刃。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\weapon_jin.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
木之利刃	6	1	1697	\spr\item\questkey\003.spr	399	1	1	旷世奇珍，木之利刃。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\weapon_mu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
水之利刃	6	1	1698	\spr\item\questkey\003.spr	400	1	1	旷世奇珍，水之利刃。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\weapon_shui.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
火之利刃	6	1	1699	\spr\item\questkey\003.spr	401	1	1	旷世奇珍，火之利刃。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\weapon_huo.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
土之利刃	6	1	1700	\spr\item\questkey\003.spr	402	1	1	旷世奇珍，土之利刃。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\weapon_tu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
行军丹	6	1	1701	\spr\item\questkey\003.spr	403	1	1	军旅常备疗伤药，行军丹。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\sj_xingjundan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
小还丹	6	1	1702	\spr\item\questkey\003.spr	404	1	1	少林寺秘药，小还丹。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\sj_xiaohuandan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
五花露	6	1	1703	\spr\item\questkey\003.spr	405	1	1	道家秘方炼制的五花露。（拾取立刻使用）		1	1	0	\script\item\newcitydefence\sj_wuhualu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
镇派灵丹	6	1	1704	\spr\item\script\zhenpailingdan.spr	41	1	1	武林盟各大门派秘制的灵丹，食用后能提升1点技能点。（转投门派后才能使用，最多食用15颗）		0	1	0	\script\item\daiyitoushi\zhenpailingdan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
镇派灵药	6	1	1705	\spr\item\script\zhenpailingyao.spr	41	1	1	武林盟各大门派秘制的灵药，食用后能提升5点潜能点。（转投门派后才能使用，最多食用15颗）		0	1	0	\script\item\daiyitoushi\zhenpailingyao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
游龙谱－上卷	6	1	1706	\spr\item\questkey\taskobj022.spr	41	1	1	记载着游龙钰来历的古籍		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
游龙谱－下卷	6	1	1707	\spr\item\questkey\taskobj022.spr	41	1	1	记载着游龙钰来历的古籍		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
武林盟令牌（铁）	6	1	1708	\spr\item\leaguematch\icon_league_iron.spr	41	1	1	凭此牌每个月可免费领取15点充值积分		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
武林盟令牌（铜）	6	1	1709	\spr\item\leaguematch\icon_league_copper.spr	41	1	1	凭此牌每个月可免费领取30点充值积分		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
武林盟令牌（银）	6	1	1710	\spr\item\leaguematch\icon_league_silver.spr	41	1	1	凭此牌每个月可免费领取50点充值积分		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
武林盟令牌（金）	6	1	1711	\spr\item\leaguematch\icon_league_gold.spr	41	1	1	凭此牌每个月可免费领取100点充值积分		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
游龙碎钰	6	1	1712	\spr\item\script\youlongsuiyu.spr	41	1	1	使用可大幅提升功力<enter>（120－140级玩家使用直接升级到140级，140级以上玩家使用直接升15亿经验）		0	1	0	\script\item\youlongsuiyu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
幸运金蛋	6	1	1713	\spr\item\script\gold_luckyegg.spr	41	1	1	一颗金光闪闪的蛋，砸开可获得意外惊喜。		40	1	1	\script\item\gold_luckyegg.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
幸运彩蛋	6	1	1714	\spr\item\script\color_luckyegg.spr	41	1	1	一颗五彩斑斓的蛋，砸开可获得能力提升。		40	1	1	\script\item\color_luckyegg.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
清明果	6	1	1715	\spr\item\magicscript\qingming07\qingmingguo.spr	41	1	1	清明节美食，100级以上玩家食用后可获得50w经验。		4	1	0	\script\item\qingming_jieri\200803\qingmingmeishi.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
清明饺	6	1	1716	\spr\item\magicscript\qingming07\qingmingjiao.spr	41	1	1	清明节美食，100级以上玩家食用后可获得100w经验。		4	1	0	\script\item\qingming_jieri\200803\qingmingmeishi.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
清明粽	6	1	1717	\spr\item\magicscript\qingming07\qingmingzong.spr	41	1	1	清明节美食，100级以上玩家食用后可获得150w经验。		4	1	0	\script\item\qingming_jieri\200803\qingmingmeishi.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
纸钱	6	1	1718	\spr\item\script\qingming_jieri\200803\zhiqian.spr	41	1	1	一叠纸钱，祭拜用品,		4	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
香烛	6	1	1719	\spr\item\script\qingming_jieri\200803\xiangzhu.spr	41	1	1	香烛，祭拜用品,		4	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
祭品	6	1	1720	\spr\item\script\qingming_jieri\200803\jipin.spr	41	1	1	一些祭品，祭拜用品,		4	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
鲜花	6	1	1721	\spr\item\script\qingming_jieri\200803\xianhua.spr	41	1	1	从高山上采下来的鲜花。		4	1	1	\script\item\noscript.lua	0	1	1	0	0		10	0	0	0	0	0	0	0	0	0
寒食宝典	6	1	1722	\spr\item\newyear2008\shangdengzongzimijue.spr	41	1	1	记载寒食清明果，寒食清明饺，寒食清明粽的配方		4	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
寒食清明果	6	1	1723	\spr\item\lottery\baxianjiaozi.spr	41	1	1	清明节美食，80级以上玩家食用后可获得350w经验。		4	1	0	\script\item\qingming_jieri\200803\qingmingmeishi.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
寒食清明饺	6	1	1724	spr\item\yn_chunjie\yn_yezi.spr	41	1	1	清明节美食，80级以上玩家食用后可获得400w经验。		4	1	0	\script\item\qingming_jieri\200803\qingmingmeishi.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
寒食清明粽	6	1	1725	\spr\item\questkey\taskobj404.spr	41	1	1	清明节美食，80级以上玩家食用后可获得500w经验。		4	1	0	\script\item\qingming_jieri\200803\qingmingmeishi.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
蓬莱石足包	6	1	1726	\spr\item\obj_item_jixiang.spr	41	1	1	右键点击打开，可以随机補天石碎片、蓬萊仙草、玄晶補天包等各类道具。		0	1	0	\script\item\chongzhicuxiao\200803\penglaishizubao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
继筋化血包	6	1	1727	\spr\item\obj_item_jixiang.spr	41	1	1	右键点击打开，极品安邦套装锦囊、完美安邦材料包、神秘矿石、金犀、水晶之中随机获得一个。		0	1	1	\script\item\chongzhicuxiao\200803\jijinhuaxuebao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
漠化易容包	6	1	1728	\spr\item\obj_item_jixiang.spr	41	1	1	右键点击打开，补天石碎片、[限时]世足钻戒、武林秘籍、洗髓经、特效仙草露、易容面具之中随机获得一个。		0	1	1	\script\item\chongzhicuxiao\200803\mohuayirongbao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
玄天二脉丹	6	1	1729	\spr\item\questkey\taskobj087.spr	41	1	1	限10级以上84级以下(含84级)，且已入门派的玩家使用，使用后可直接升至85级。		0	1	0	\script\item\xuantianermaidan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
特效大白驹丸礼盒	6	1	1730	\spr\item\script\item_chrismasbox.spr	41	1	1	右键点击打开，可以获得10颗特效大白驹丸。		0	1	0	\script\item\box_dabaijuwan_special.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
